flag,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
N,M,1. HS,0,4upto45,Y,C,,N,Sales/Service,1Low,Owner,South,2,F
Y,F,1. HS,0,5upto55,Y,B,Single,U,Sales/Service,1Low,Renter,Northeast,2,D
N,M,2. Some College,207100,1_Unk,Y,E,Married,U,Blue Collar,2Med,Owner,South,8,D
Y,M,2. Some College,296687,5upto55,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,3,G
Y,M,1. HS,0,5upto55,Y,E,Married,N,Blue Collar,1Low,Owner,South,4,E
Y,M,4. Grad,361335,6upto65,Y,B,Married,N,Professional,1Low,Owner,Midwest,1,J
Y,M,2. Some College,295444,5upto55,Y,E,Married,Y,Professional,1Low,Owner,Midwest,1,G
Y,F,1. HS,346301,3upto35,N,C,Married,Y,Sales/Service,3High,Owner,Northeast,4,F
N,M,0. lessHS,66080,1_Unk,N,F,Married,Y,Blue Collar,1Low,Renter,Midwest,9,A
Y,M,4. Grad,896928,5upto55,N,B,,Y,Professional,2Med,Owner,Northeast,5,K
N,M,1. HS,217455,6upto65,N,B,Married,N,Blue Collar,1Low,Owner,Northeast,3,E
Y,U,3. Bach,523200,1_Unk,Y,B,,Y,Professional,3High,Owner,South,3,G
Y,M,4. Grad,663570,6upto65,N,C,Married,N,Professional,2Med,Owner,South,2,J
Y,F,3. Bach,1032448,3upto35,Y,C,,Y,Professional,1Low,Owner,South,1,I
N,F,0. lessHS,692259,1_Unk,N,G,Married,Y,Sales/Service,1Low,Renter,Northeast,3,E
Y,F,4. Grad,578332,6upto65,Y,B,Single,N,Professional,1Low,Owner,Midwest,1,I
Y,F,2. Some College,0,4upto45,Y,J,Married,U,Blue Collar,1Low,Owner,Midwest,6,E
N,U,1. HS,225728,3upto35,N,E,,Y,Blue Collar,1Low,Owner,West,6,E
Y,M,4. Grad,1077922,6upto65,N,B,Married,U,Professional,1Low,Owner,Northeast,1,L
N,M,1. HS,118308,1_Unk,N,G,Single,Y,Blue Collar,1Low,Renter,South,8,D
N,F,2. Some College,15756,1_Unk,N,G,Married,Y,Sales/Service,1Low,Renter,South,8,B
N,U,2. Some College,133320,5upto55,N,G,,U,Blue Collar,1Low,Renter,West,3,E
Y,M,2. Some College,0,1_Unk,N,G,Single,U,Sales/Service,1Low,Renter,Northeast,9,B
N,F,1. HS,0,7above65,N,D,Married,N,Retired,1Low,Owner,Midwest,8,B
Y,M,2. Some College,0,4upto45,Y,C,Married,Y,Blue Collar,1Low,Owner,Midwest,1,G
N,M,3. Bach,0,4upto45,Y,E,Married,U,Sales/Service,1Low,Owner,Midwest,6,E
N,M,1. HS,0,1_Unk,N,G,,U,Sales/Service,1Low,Owner,Midwest,5,B
Y,F,0. lessHS,708761,5upto55,Y,F,Married,Y,Sales/Service,2Med,Owner,South,2,E
Y,M,3. Bach,196470,4upto45,Y,C,Married,Y,Sales/Service,2Med,Owner,Midwest,3,G
N,F,1. HS,264259,6upto65,Y,B,Married,U,Sales/Service,1Low,Owner,South,1,G
Y,F,4. Grad,945673,5upto55,Y,B,Single,Y,Sales/Service,1Low,Owner,West,1,J
N,F,2. Some College,119900,1_Unk,N,E,,U,Sales/Service,1Low,Owner,South,9,F
N,M,2. Some College,102318,3upto35,Y,I,Single,U,Blue Collar,1Low,Owner,South,3,D
N,M,3. Bach,0,5upto55,Y,E,,U,Professional,1Low,Owner,South,2,E
Y,M,3. Bach,80289,6upto65,Y,B,Married,N,Retired,1Low,Owner,South,3,E
N,M,0. lessHS,90971,2upto25,N,G,,Y,Blue Collar,1Low,Owner,Midwest,7,C
N,F,1. HS,873090,7above65,Y,E,,Y,Retired,3High,Owner,West,1,I
N,F,1. HS,0,7above65,N,G,,Y,Retired,1Low,Renter,South,3,E
N,M,0. lessHS,263235,1_Unk,N,G,,Y,Farm,1Low,Renter,West,8,B
N,F,4. Grad,1096758,3upto35,Y,B,,N,Professional,1Low,Owner,Northeast,1,J
N,F,3. Bach,205683,1_Unk,N,E,,Y,Others,1Low,Owner,South,1,E
N,M,4. Grad,0,1_Unk,Y,B,Married,U,Sales/Service,1Low,Owner,Northeast,7,E
N,F,2. Some College,0,3upto35,N,G,,U,Blue Collar,1Low,Renter,Northeast,8,D
Y,F,4. Grad,244596,5upto55,N,B,Married,U,Professional,1Low,Owner,South,4,E
Y,F,2. Some College,495950,4upto45,Y,F,Married,Y,Sales/Service,1Low,Owner,West,5,F
Y,M,3. Bach,1079100,5upto55,Y,C,Married,Y,Professional,3High,Owner,South,1,L
Y,M,3. Bach,1379940,3upto35,Y,C,,U,Sales/Service,2Med,Owner,Northeast,1,L
N,M,2. Some College,553284,6upto65,N,E,,U,Professional,1Low,,West,8,F
N,F,1. HS,0,6upto65,N,B,,U,Others,1Low,Owner,Midwest,3,D
Y,F,2. Some College,204811,4upto45,Y,F,Married,Y,Professional,2Med,Owner,West,4,E
N,F,2. Some College,0,6upto65,N,J,,N,Sales/Service,1Low,,South,3,C
Y,M,4. Grad,349628,4upto45,Y,B,,Y,Professional,1Low,Owner,South,2,F
N,F,1. HS,698516,7above65,N,E,,N,Retired,1Low,Renter,South,1,G
Y,M,3. Bach,0,4upto45,Y,A,Married,Y,Others,1Low,Renter,South,1,F
Y,F,3. Bach,445504,5upto55,Y,E,,N,Sales/Service,1Low,Owner,South,1,H
Y,M,3. Bach,528682,6upto65,Y,B,Married,Y,Professional,1Low,Owner,South,1,E
Y,M,4. Grad,0,6upto65,Y,B,Married,N,Professional,1Low,Owner,West,3,J
N,M,3. Bach,402864,4upto45,Y,B,Married,N,Professional,1Low,Owner,Northeast,2,I
N,F,2. Some College,0,3upto35,Y,A,Single,U,Professional,1Low,,West,5,B
Y,M,2. Some College,132435,4upto45,Y,C,Married,Y,Blue Collar,1Low,Owner,Midwest,6,F
Y,M,2. Some College,198533,3upto35,Y,J,Married,Y,Professional,1Low,Renter,Midwest,1,H
N,M,3. Bach,221008,5upto55,N,E,,Y,Sales/Service,1Low,Renter,South,8,F
N,M,1. HS,0,1_Unk,Y,F,Married,N,Blue Collar,1Low,,Northeast,8,D
Y,M,1. HS,0,7above65,N,F,Married,N,Retired,1Low,Owner,Midwest,4,A
N,F,0. lessHS,80383,1_Unk,Y,J,Married,N,Sales/Service,1Low,Owner,Midwest,2,A
Y,F,0. lessHS,0,2upto25,N,A,Single,U,Sales/Service,1Low,Owner,Northeast,4,E
Y,F,3. Bach,118701,5upto55,Y,J,Married,Y,Professional,1Low,Owner,Midwest,2,D
N,F,2. Some College,349246,5upto55,N,C,Married,N,Sales/Service,1Low,Owner,South,1,G
Y,M,2. Some College,477049,4upto45,Y,C,Married,Y,Professional,1Low,Owner,South,3,F
N,M,3. Bach,321005,4upto45,Y,B,,Y,Professional,1Low,Owner,Midwest,1,J
N,M,3. Bach,17440,3upto35,N,G,Single,Y,Blue Collar,1Low,Renter,Midwest,7,E
Y,F,3. Bach,879330,4upto45,N,C,Married,Y,Professional,3High,Owner,South,1,H
Y,M,2. Some College,118346,2upto25,Y,B,,N,Others,1Low,Owner,Northeast,2,E
Y,M,,1552846,1_Unk,Y,B,,Y,Others,3High,Owner,South,1,L
Y,F,2. Some College,141198,2upto25,N,D,Married,N,Sales/Service,1Low,Owner,South,5,B
Y,F,3. Bach,806600,5upto55,Y,C,Married,Y,Professional,1Low,Owner,Midwest,1,L
N,M,4. Grad,763000,4upto45,N,E,Married,U,Professional,1Low,,Northeast,1,G
Y,M,2. Some College,506196,3upto35,Y,C,Married,Y,Professional,1Low,Owner,West,1,H
Y,F,3. Bach,438725,1_Unk,Y,C,,Y,Sales/Service,2Med,Owner,West,1,E
Y,F,0. lessHS,0,6upto65,Y,H,Single,Y,Others,1Low,Renter,Northeast,8,B
N,M,3. Bach,1538894,7above65,Y,B,Married,N,Retired,3High,Owner,West,1,L
Y,F,0. lessHS,596848,1_Unk,Y,B,Married,Y,Professional,3High,Owner,South,1,H
Y,M,3. Bach,290757,4upto45,Y,C,Married,Y,Professional,1Low,Owner,Northeast,1,H
Y,M,4. Grad,0,3upto35,Y,A,,N,Sales/Service,1Low,,Northeast,8,D
Y,M,3. Bach,521565,6upto65,Y,H,Single,N,Professional,1Low,Renter,West,1,G
N,M,,0,4upto45,N,G,Married,Y,Blue Collar,1Low,Renter,South,9,E
N,F,2. Some College,0,3upto35,N,G,,Y,Sales/Service,1Low,,South,6,B
Y,F,2. Some College,190202,2upto25,N,C,Married,Y,Sales/Service,2Med,Owner,South,2,J
N,F,1. HS,0,1_Unk,Y,G,,N,Blue Collar,1Low,Renter,Midwest,7,A
N,M,1. HS,64048,3upto35,N,G,Single,U,Blue Collar,1Low,Renter,South,8,A
Y,M,1. HS,251626,5upto55,N,E,Married,Y,Sales/Service,1Low,Owner,South,3,G
Y,M,1. HS,1114416,5upto55,Y,C,Married,U,Professional,3High,Owner,West,1,H
Y,U,1. HS,0,1_Unk,Y,A,,N,Sales/Service,1Low,Renter,West,9,B
Y,F,1. HS,119527,5upto55,N,F,Married,Y,Sales/Service,1Low,Owner,South,2,D
Y,F,3. Bach,252918,4upto45,Y,C,,Y,Professional,3High,Owner,South,2,E
N,F,1. HS,223493,7above65,Y,D,,N,Retired,1Low,Owner,South,1,B
N,F,3. Bach,0,7above65,N,E,,U,Retired,1Low,Renter,West,3,F
Y,M,0. lessHS,82469,4upto45,N,I,Single,Y,Blue Collar,1Low,Owner,Midwest,4,F
Y,M,2. Some College,269186,6upto65,N,B,Married,N,Professional,1Low,Owner,Northeast,2,G
Y,M,1. HS,96438,4upto45,Y,F,Married,Y,Blue Collar,1Low,Owner,South,3,E
Y,M,3. Bach,429732,3upto35,Y,C,Married,Y,Professional,1Low,Owner,West,3,J
Y,F,1. HS,209979,6upto65,Y,E,Married,N,Professional,1Low,Renter,South,2,D
Y,M,3. Bach,0,5upto55,N,A,Single,U,Sales/Service,1Low,,West,4,C
Y,F,2. Some College,0,5upto55,N,G,Single,U,Sales/Service,1Low,Renter,South,8,D
N,M,4. Grad,198816,5upto55,N,B,Married,Y,Professional,1Low,Owner,Midwest,1,F
N,M,3. Bach,391800,4upto45,Y,E,,Y,Blue Collar,3High,Owner,Northeast,3,F
N,M,2. Some College,215820,1_Unk,Y,H,Single,U,Sales/Service,1Low,Renter,South,2,E
Y,M,3. Bach,368520,4upto45,Y,C,Married,Y,Professional,3High,Owner,Midwest,1,K
N,F,1. HS,144034,4upto45,N,G,Married,Y,Others,1Low,Renter,Northeast,5,A
Y,M,3. Bach,720446,5upto55,Y,B,Married,N,Professional,3High,Owner,West,3,B
Y,M,4. Grad,132729,4upto45,Y,C,Married,U,Sales/Service,1Low,Owner,Midwest,3,G
Y,M,3. Bach,482325,5upto55,N,J,Married,Y,Sales/Service,1Low,Renter,South,3,C
N,M,3. Bach,141700,1_Unk,N,G,,U,Sales/Service,1Low,Renter,Midwest,7,D
Y,M,3. Bach,305200,3upto35,Y,C,Married,Y,Professional,3High,Owner,South,2,E
Y,M,2. Some College,494511,5upto55,Y,C,Married,Y,Professional,2Med,Owner,West,1,L
Y,M,1. HS,242389,1_Unk,Y,C,Married,Y,Sales/Service,2Med,Owner,South,1,F
Y,M,1. HS,522546,6upto65,Y,B,Married,N,Professional,2Med,Owner,West,2,H
N,F,1. HS,54412,5upto55,N,I,Married,N,Blue Collar,1Low,Owner,South,7,A
N,F,4. Grad,138866,3upto35,Y,E,,N,Blue Collar,1Low,Owner,South,4,E
N,F,1. HS,163500,1_Unk,N,E,,Y,Blue Collar,1Low,Owner,Midwest,1,F
Y,M,1. HS,249392,5upto55,Y,E,Married,Y,Blue Collar,1Low,,West,5,D
Y,F,3. Bach,824585,5upto55,Y,B,,U,Professional,1Low,Owner,West,1,J
Y,M,1. HS,258657,7above65,N,C,,Y,Retired,1Low,,West,2,F
N,F,1. HS,142790,3upto35,Y,B,,Y,Sales/Service,1Low,Owner,Midwest,8,E
N,F,3. Bach,588425,1_Unk,N,C,,Y,Professional,1Low,,Midwest,1,L
N,F,3. Bach,859377,7above65,Y,B,Married,N,Retired,2Med,Owner,South,1,E
Y,M,2. Some College,413792,5upto55,Y,E,Married,Y,Professional,2Med,Owner,West,1,G
Y,F,2. Some College,617408,5upto55,Y,C,Married,Y,Professional,1Low,Owner,Midwest,1,H
Y,M,3. Bach,227330,4upto45,Y,I,Married,N,Professional,1Low,Owner,West,1,D
N,F,4. Grad,0,7above65,Y,E,,N,Retired,1Low,Renter,Northeast,3,C
Y,M,1. HS,0,3upto35,Y,B,,N,Sales/Service,1Low,Owner,Northeast,6,F
Y,F,4. Grad,0,5upto55,Y,C,,Y,Professional,1Low,Owner,West,1,D
N,F,4. Grad,274680,6upto65,Y,D,Married,N,Professional,1Low,Owner,South,1,K
N,F,4. Grad,196200,7above65,N,E,,N,Professional,1Low,Owner,South,4,E
N,F,2. Some College,169059,2upto25,Y,F,,Y,Sales/Service,1Low,Owner,Midwest,6,E
N,M,1. HS,104912,3upto35,N,F,Married,Y,Blue Collar,1Low,,South,3,E
N,M,0. lessHS,0,1_Unk,N,F,Married,Y,Blue Collar,1Low,Owner,Midwest,8,E
Y,M,4. Grad,524222,5upto55,Y,B,Married,Y,Professional,3High,Owner,South,2,J
N,F,1. HS,76038,2upto25,N,J,,U,Blue Collar,1Low,Owner,South,5,D
N,M,0. lessHS,0,1_Unk,N,E,,U,Blue Collar,1Low,Renter,West,9,B
Y,M,1. HS,0,1_Unk,N,G,,U,Blue Collar,1Low,Renter,West,9,D
Y,M,2. Some College,504234,4upto45,Y,C,Married,Y,Sales/Service,3High,Owner,South,2,F
N,M,4. Grad,362316,5upto55,Y,B,Married,N,Professional,3High,Owner,South,1,E
Y,M,2. Some College,21280,4upto45,Y,G,Married,Y,Professional,1Low,Owner,South,5,D
N,M,0. lessHS,277950,6upto65,Y,C,,Y,Sales/Service,1Low,Renter,Northeast,3,F
N,F,1. HS,68670,6upto65,N,I,Single,Y,Blue Collar,1Low,Owner,South,3,B
N,F,2. Some College,176776,7above65,Y,J,Married,Y,Sales/Service,1Low,Owner,South,2,E
N,F,1. HS,39567,6upto65,Y,D,Married,N,Sales/Service,1Low,Owner,Northeast,3,D
Y,M,2. Some College,280173,1_Unk,Y,A,Single,U,Professional,1Low,,West,1,E
Y,M,4. Grad,307347,5upto55,Y,B,Married,Y,Professional,1Low,Owner,Northeast,2,E
N,M,2. Some College,115976,5upto55,Y,G,,Y,Professional,1Low,Owner,South,8,E
Y,M,4. Grad,237402,5upto55,Y,E,Married,U,Sales/Service,2Med,Owner,South,4,F
Y,M,4. Grad,0,5upto55,N,C,Married,Y,Professional,1Low,Owner,West,2,F
N,M,2. Some College,97991,4upto45,N,G,Single,U,Others,1Low,Renter,South,3,D
Y,M,3. Bach,358174,7above65,Y,D,Married,N,Retired,1Low,Owner,Northeast,1,F
N,F,1. HS,0,6upto65,Y,E,Married,N,Professional,1Low,Renter,Northeast,9,E
Y,M,3. Bach,419230,4upto45,Y,C,Married,Y,Blue Collar,1Low,Owner,Northeast,2,J
N,F,2. Some College,260946,7above65,N,I,,N,Retired,2Med,Owner,West,1,F
N,F,2. Some College,0,4upto45,N,F,Single,Y,Sales/Service,1Low,,Midwest,5,F
N,M,3. Bach,0,4upto45,Y,I,Married,U,Sales/Service,1Low,Owner,Northeast,7,D
N,F,0. lessHS,346620,4upto45,Y,C,,Y,Professional,1Low,Owner,Northeast,1,I
N,M,0. lessHS,42266,4upto45,N,G,Single,U,Sales/Service,1Low,Renter,Midwest,9,D
N,M,1. HS,0,5upto55,N,J,Married,U,Blue Collar,1Low,Owner,West,6,E
N,F,1. HS,0,5upto55,Y,U,,0,Professional,1Low,,South,0,U
N,F,2. Some College,35425,6upto65,N,D,,N,Professional,1Low,Owner,South,6,G
Y,M,1. HS,143945,6upto65,N,B,,Y,Others,1Low,Owner,Midwest,3,E
Y,M,1. HS,347200,3upto35,N,F,,U,Blue Collar,1Low,Owner,Northeast,3,E
N,M,4. Grad,0,3upto35,N,G,Single,N,Professional,1Low,Renter,West,6,A
N,M,1. HS,0,1_Unk,N,E,,U,Blue Collar,1Low,Renter,Northeast,7,A
Y,M,4. Grad,200124,3upto35,Y,C,Married,Y,Others,2Med,Owner,South,2,D
Y,M,3. Bach,240940,7above65,Y,C,,Y,Retired,2Med,Owner,South,2,F
N,F,3. Bach,609310,4upto45,Y,C,,Y,Professional,1Low,Owner,West,1,H
Y,M,2. Some College,280762,1_Unk,Y,C,Married,U,Professional,3High,Owner,South,1,F
N,F,0. lessHS,0,7above65,Y,D,Married,N,Professional,1Low,Owner,West,4,D
Y,M,3. Bach,568162,4upto45,Y,C,Married,Y,Blue Collar,3High,Owner,West,1,F
Y,M,3. Bach,0,7above65,Y,D,Married,N,Retired,1Low,Owner,Northeast,2,F
N,F,0. lessHS,143454,1_Unk,N,G,,Y,Others,1Low,Renter,West,3,E
N,M,4. Grad,512300,6upto65,N,C,,Y,Professional,3High,Owner,Northeast,2,C
N,U,0. lessHS,0,2upto25,N,F,Single,Y,Blue Collar,1Low,,South,4,A
Y,M,2. Some College,0,3upto35,N,B,Married,N,Sales/Service,1Low,,Northeast,6,K
Y,M,0. lessHS,183708,3upto35,N,C,Married,Y,Sales/Service,2Med,Owner,South,2,F
N,M,,126549,2upto25,N,F,,Y,Professional,1Low,Owner,Midwest,1,D
Y,F,3. Bach,0,5upto55,N,G,Single,U,Professional,1Low,Renter,Midwest,9,D
N,F,1. HS,252226,1_Unk,Y,E,,Y,Professional,1Low,Owner,West,3,E
N,F,0. lessHS,248683,1_Unk,N,G,Single,Y,Sales/Service,1Low,Renter,South,9,C
N,F,2. Some College,226856,3upto35,Y,E,Married,Y,Professional,1Low,Renter,South,6,E
N,F,3. Bach,1000756,6upto65,Y,B,,Y,Professional,3High,Owner,South,1,C
N,M,3. Bach,0,4upto45,N,G,Single,Y,Blue Collar,1Low,Renter,Northeast,3,D
Y,M,4. Grad,251136,4upto45,Y,E,Married,Y,Professional,2Med,Owner,Midwest,3,I
N,M,0. lessHS,206969,1_Unk,N,B,Married,U,Sales/Service,1Low,Owner,South,1,K
N,F,1. HS,86655,5upto55,Y,I,,N,Blue Collar,1Low,Owner,South,6,E
N,M,2. Some College,0,2upto25,N,G,,N,Sales/Service,1Low,Renter,West,4,D
Y,F,3. Bach,0,3upto35,Y,E,Single,Y,Sales/Service,1Low,Renter,Midwest,3,D
Y,M,2. Some College,562440,3upto35,Y,B,Married,Y,Professional,3High,Owner,West,1,I
Y,F,2. Some College,0,5upto55,Y,I,,U,Sales/Service,1Low,,Midwest,4,D
N,M,2. Some College,81946,1_Unk,N,E,Married,U,Sales/Service,1Low,Owner,Midwest,2,D
N,M,0. lessHS,72397,6upto65,N,F,,N,Sales/Service,1Low,,South,3,C
Y,M,4. Grad,0,3upto35,Y,I,,N,Sales/Service,1Low,Owner,South,6,F
Y,F,2. Some College,280740,7above65,Y,B,Married,N,Retired,1Low,Owner,Northeast,1,L
N,F,2. Some College,286626,7above65,Y,B,,N,Retired,1Low,Owner,South,2,F
N,F,2. Some College,281812,1_Unk,Y,C,Married,Y,Sales/Service,1Low,Renter,South,4,H
N,F,1. HS,102839,3upto35,N,F,Married,Y,Sales/Service,1Low,Owner,South,9,D
Y,M,2. Some College,250700,5upto55,Y,F,Single,U,Blue Collar,1Low,Owner,West,5,G
N,F,4. Grad,478728,1_Unk,Y,D,,N,Sales/Service,1Low,Owner,South,1,D
N,F,1. HS,76191,5upto55,N,F,,Y,Sales/Service,1Low,Owner,South,9,B
N,M,1. HS,181386,5upto55,Y,F,Married,N,Blue Collar,1Low,Owner,Northeast,9,D
N,F,0. lessHS,146038,6upto65,Y,D,,N,Professional,1Low,Owner,South,8,A
N,F,2. Some College,85772,2upto25,Y,F,Single,N,Sales/Service,1Low,Owner,Northeast,2,A
Y,M,4. Grad,581225,5upto55,Y,C,Married,Y,Professional,3High,Owner,South,1,L
Y,F,2. Some College,142833,6upto65,Y,B,Married,N,Sales/Service,1Low,Owner,Midwest,6,G
N,M,1. HS,0,7above65,Y,D,Married,N,Retired,1Low,Renter,West,6,H
Y,F,2. Some College,424446,5upto55,Y,B,,U,Professional,1Low,Owner,Northeast,1,I
Y,F,1. HS,0,6upto65,N,J,,Y,Professional,1Low,Owner,Midwest,3,E
N,F,0. lessHS,93091,7above65,N,D,,N,Retired,1Low,Owner,South,5,A
Y,M,4. Grad,241184,5upto55,Y,I,Married,N,Professional,1Low,Owner,South,5,C
N,M,2. Some College,95647,3upto35,N,F,Single,N,Blue Collar,1Low,Owner,Midwest,3,A
Y,M,3. Bach,144277,4upto45,Y,F,Married,U,Professional,1Low,Owner,South,2,E
Y,M,3. Bach,270175,4upto45,Y,C,Married,Y,Sales/Service,1Low,Renter,South,1,B
Y,M,2. Some College,473986,5upto55,Y,E,Married,Y,Professional,2Med,Owner,Northeast,1,H
N,M,1. HS,107520,1_Unk,N,F,Married,U,Blue Collar,1Low,,South,9,B
N,F,3. Bach,47960,7above65,Y,D,Married,N,Retired,1Low,Owner,West,9,C
N,F,0. lessHS,10355,1_Unk,Y,J,Married,U,Sales/Service,1Low,Owner,Midwest,6,D
N,M,0. lessHS,0,3upto35,N,G,,Y,Professional,1Low,Renter,West,9,D
N,M,2. Some College,163892,4upto45,N,E,,Y,Blue Collar,2Med,Owner,Midwest,2,D
Y,F,2. Some College,363925,4upto45,Y,B,Married,Y,Professional,3High,Owner,South,1,F
N,F,2. Some College,809434,1_Unk,N,A,Married,U,Professional,1Low,Renter,West,2,H
N,F,2. Some College,286332,5upto55,N,G,Single,Y,Sales/Service,1Low,,Northeast,8,H
Y,F,4. Grad,184166,4upto45,Y,C,Married,Y,Professional,2Med,Owner,South,2,H
Y,F,3. Bach,189333,6upto65,Y,E,Married,N,Sales/Service,1Low,Owner,South,6,E
N,M,1. HS,67165,6upto65,Y,J,Married,U,Blue Collar,1Low,,South,4,B
N,F,,752100,1_Unk,Y,B,,U,Professional,3High,Owner,South,1,L
N,M,2. Some College,0,1_Unk,N,F,Married,U,Sales/Service,1Low,,South,8,B
Y,M,3. Bach,273426,7above65,Y,D,Married,Y,Others,2Med,Owner,South,1,F
N,U,2. Some College,0,2upto25,N,E,Single,Y,Blue Collar,1Low,Renter,Midwest,6,D
N,F,2. Some College,155194,4upto45,N,C,Married,Y,Blue Collar,1Low,Owner,Midwest,6,I
N,M,1. HS,0,4upto45,N,G,Single,Y,Blue Collar,1Low,Renter,Northeast,9,B
Y,F,2. Some College,451172,4upto45,Y,B,,U,Sales/Service,1Low,,Northeast,1,G
Y,M,2. Some College,193605,2upto25,Y,A,,U,Professional,1Low,,Midwest,2,H
N,M,3. Bach,301657,7above65,Y,E,Married,Y,Retired,1Low,Owner,Northeast,3,E
Y,M,3. Bach,0,5upto55,Y,A,Married,Y,Sales/Service,1Low,,South,2,K
N,F,2. Some College,0,3upto35,N,E,Married,Y,Blue Collar,1Low,Renter,West,5,C
N,M,4. Grad,577972,3upto35,Y,B,Married,Y,Professional,3High,Owner,South,2,I
Y,F,0. lessHS,0,1_Unk,Y,G,Single,Y,Sales/Service,1Low,Renter,West,9,A
Y,M,,101893,1_Unk,Y,F,,N,Others,1Low,Owner,Northeast,3,E
Y,F,1. HS,166500,4upto45,N,D,Married,N,Sales/Service,1Low,Owner,Midwest,4,C
Y,M,3. Bach,477147,7above65,Y,C,Married,Y,Retired,3High,Owner,South,1,F
Y,M,3. Bach,300404,1_Unk,Y,B,Married,U,Sales/Service,3High,Owner,South,1,H
N,F,1. HS,75864,5upto55,N,G,Married,Y,Sales/Service,1Low,,Northeast,3,A
Y,M,3. Bach,146975,7above65,Y,J,Married,Y,Retired,1Low,Renter,South,2,E
N,F,2. Some College,88480,4upto45,Y,F,Single,Y,Sales/Service,1Low,,South,8,C
N,U,2. Some College,0,1_Unk,N,G,Single,U,Others,1Low,Renter,Midwest,9,D
Y,M,2. Some College,381282,6upto65,Y,E,Married,N,Sales/Service,2Med,Owner,South,3,F
N,F,1. HS,260850,5upto55,Y,F,,N,Blue Collar,1Low,Owner,South,7,C
N,M,1. HS,430517,2upto25,N,B,,N,Farm,1Low,Owner,Midwest,2,E
Y,M,2. Some College,511253,7above65,Y,F,,U,Retired,1Low,Renter,West,2,E
Y,M,2. Some College,361498,5upto55,N,B,Married,U,Sales/Service,3High,Owner,Midwest,1,E
N,U,1. HS,626270,5upto55,Y,B,,N,Sales/Service,1Low,Owner,South,1,H
Y,F,3. Bach,466203,5upto55,Y,C,Married,Y,Professional,3High,Owner,South,1,H
Y,F,2. Some College,317190,6upto65,Y,B,Married,N,Professional,1Low,Owner,Northeast,2,I
Y,M,2. Some College,238632,5upto55,N,C,Married,Y,Professional,2Med,Owner,South,1,F
N,M,2. Some College,91560,1_Unk,N,F,Married,Y,Sales/Service,1Low,Owner,Northeast,6,E
N,F,2. Some College,384879,3upto35,Y,B,,N,Professional,3High,Owner,South,2,K
N,M,2. Some College,248420,2upto25,Y,B,,N,Sales/Service,2Med,Owner,Midwest,3,G
Y,M,0. lessHS,349072,7above65,N,D,Married,N,Professional,2Med,Owner,Midwest,5,E
Y,M,0. lessHS,119485,1_Unk,Y,E,,Y,Sales/Service,1Low,Renter,South,4,D
N,M,2. Some College,0,1_Unk,N,F,Single,U,Sales/Service,1Low,,Northeast,2,A
N,F,0. lessHS,631807,6upto65,N,F,,Y,Blue Collar,1Low,Renter,West,8,C
N,M,2. Some College,250700,4upto45,Y,C,Married,Y,Blue Collar,2Med,Owner,Midwest,1,A
Y,M,2. Some College,168470,3upto35,Y,F,Married,U,Blue Collar,2Med,Owner,West,4,C
Y,F,4. Grad,453958,5upto55,Y,B,Single,U,Professional,1Low,Owner,South,2,J
N,U,4. Grad,0,1_Unk,N,G,Single,Y,Sales/Service,1Low,Renter,Northeast,9,A
N,F,4. Grad,27337,2upto25,N,I,,N,Sales/Service,1Low,Renter,South,8,C
N,M,2. Some College,298224,4upto45,N,C,Married,Y,Sales/Service,2Med,Owner,West,1,E
Y,M,2. Some College,0,1_Unk,Y,C,Married,Y,Sales/Service,1Low,Owner,Midwest,5,E
N,F,2. Some College,158867,2upto25,N,E,,N,Blue Collar,1Low,Owner,South,2,E
N,M,2. Some College,80572,1_Unk,N,F,Married,U,Blue Collar,1Low,,South,9,E
N,F,1. HS,0,1_Unk,Y,J,Married,Y,Sales/Service,1Low,Owner,Midwest,9,G
N,F,2. Some College,189333,3upto35,Y,B,,U,Professional,1Low,Owner,South,2,E
N,F,0. lessHS,0,2upto25,Y,F,,Y,Sales/Service,1Low,,Northeast,5,D
Y,M,3. Bach,844063,4upto45,N,E,Single,U,Professional,3High,Owner,Northeast,1,C
Y,M,1. HS,231941,5upto55,Y,C,Married,Y,Professional,2Med,Owner,South,4,G
N,M,0. lessHS,115104,3upto35,N,F,Single,U,Blue Collar,1Low,Owner,Northeast,2,D
Y,M,,1340691,1_Unk,Y,B,,N,Others,3High,Owner,Northeast,1,L
Y,F,2. Some College,208822,6upto65,Y,F,,U,Sales/Service,2Med,Owner,Northeast,2,G
Y,F,4. Grad,230637,3upto35,Y,C,,U,Sales/Service,2Med,Owner,West,5,E
N,F,2. Some College,42728,4upto45,N,G,Married,U,Sales/Service,1Low,Renter,South,9,B
N,F,4. Grad,812273,3upto35,Y,B,,Y,Professional,3High,Owner,West,2,K
N,M,0. lessHS,412020,7above65,N,E,,N,Retired,1Low,Owner,Northeast,4,A
Y,M,3. Bach,899250,4upto45,Y,C,Married,Y,Professional,3High,Owner,Midwest,1,K
N,M,1. HS,193369,5upto55,N,E,,N,Sales/Service,2Med,Owner,South,3,E
Y,M,3. Bach,543768,4upto45,Y,B,Married,Y,Professional,2Med,Owner,South,1,H
